Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Mohr_1_1_Ctrl Spectral Count	Mohr_1_2_Ctrl Spectral Count	Mohr_1_3_Ctrl Spectral Count	Mohr_2_1_CBN375 Spectral Count	Mohr_2_2_CBN375 Spectral Count	Mohr_2_3_CBN375 Spectral Count	Mohr_3_1_CBN550 Spectral Count	Mohr_3_2_CBN550 Spectral Count	Mohr_3_3_CBN550 Spectral Count	Mohr_4_1_CBN772 Spectral Count	Mohr_4_2_CBN772 Spectral Count	Mohr_4_3_CBN772 Spectral Count	Mohr_5_1_ASHRAE Spectral Count	Mohr_5_2_ASHRAE Spectral Count	Mohr_5_3_ASHRAE Spectral Count	Mohr_6_1_A2FINE Spectral Count	Mohr_6_2_A2FINE Spectral Count	Mohr_6_3_A2FINE Spectral Count	Mohr_1_1_Ctrl Intensity	Mohr_1_2_Ctrl Intensity	Mohr_1_3_Ctrl Intensity	Mohr_2_1_CBN375 Intensity	Mohr_2_2_CBN375 Intensity	Mohr_2_3_CBN375 Intensity	Mohr_3_1_CBN550 Intensity	Mohr_3_2_CBN550 Intensity	Mohr_3_3_CBN550 Intensity	Mohr_4_1_CBN772 Intensity	Mohr_4_2_CBN772 Intensity	Mohr_4_3_CBN772 Intensity	Mohr_5_1_ASHRAE Intensity	Mohr_5_2_ASHRAE Intensity	Mohr_5_3_ASHRAE Intensity	Mohr_6_1_A2FINE Intensity	Mohr_6_2_A2FINE Intensity	Mohr_6_3_A2FINE Intensity	Indistinguishable Proteins
sp|P26447|S10A4_HUMAN	P26447	S10A4_HUMAN	S100A4	101	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein S100-A4 	0.9995	0.9990	2	13	13	13	1	1	1	1	1	1	0	1	0	2	0	1	1	1	1	0	0	0	1555676	953418	1109661	1574400	1343980	744427	     0	5106152	     0	4678668	     0	923724	1420490	821848	894650	     0	     0	     0		
sp|P29218|IMPA1_HUMAN	P29218	IMPA1_HUMAN	IMPA1	277	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Inositol monophosphatase 1 	0.9995	0.9989	2	7	7	7	0	0	1	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	     0	     0	712225	1661664	1542715	     0	     0	     0	     0	     0	223297	174887	9111311	     0	     0	     0	     0	     0		
sp|P47914|RL29_HUMAN	P47914	RL29_HUMAN	RPL29	159	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L29 	0.9995	0.9990	2	11	11	11	1	0	1	1	1	1	0	0	0	1	2	1	1	0	1	0	0	0	198513	     0	187099	322686	221089	153717	     0	     0	     0	360056	681408	241372	202917	     0	254951	     0	     0	     0		
sp|P00390|GSHR_HUMAN	P00390	GSHR_HUMAN	GSR	522	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glutathione reductase, mitochondrial 	0.9994	0.9990	2	12	12	12	0	1	1	1	1	1	0	0	0	2	1	1	1	1	1	0	0	0	     0	200796	308956	498978	449322	319343	     0	     0	     0	964137	392272	367458	633979	420234	534575	     0	     0	     0		
sp|P30740|ILEU_HUMAN	P30740	ILEU_HUMAN	SERPINB1	379	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Leukocyte elastase inhibitor 	0.9994	0.9990	1	12	0	12	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	841077	1055846	921027	1531020	1544300	995169	     0	     0	     0	1541488	1426992	1547665	1357159	1399687	1787010	     0	     0	     0		
sp|P35613|BASI_HUMAN	P35613	BASI_HUMAN	BSG	385	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Basigin 	0.9994	0.9941	2	6	6	6	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	236277	138930	     0	323801	226300	     0	     0	     0	     0	220415	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P62140|PP1B_HUMAN	P62140	PP1B_HUMAN	PPP1CB	327	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-beta catalytic subunit 	0.9994	0.9990	9	90	8	90	8	5	5	6	7	4	4	4	3	5	4	5	5	5	4	5	5	6	17902199	8689540	6658295	14821975	13256541	5948975	2844553	1875601	1576281	1430179	1356500	1239234	16969051	5655069	11436949	34709912	16676330	22939083		
sp|P84085|ARF5_HUMAN	P84085	ARF5_HUMAN	ARF5	180	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor 5 	0.9994	0.9990	6	5	0	49	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	947589	969619	1103182	1238004	621319	599152	     0	     0	     0	2742090	1940147	718825	2560720	2157152	1937490	     0	     0	     0		
sp|Q58FG1|HS904_HUMAN	Q58FG1	HS904_HUMAN	HSP90AA4P	418	Homo sapiens (Human) OX=9606	5:Protein uncertain	Putative heat shock protein HSP 90-alpha A4 	0.9994	0.9990	4	5	5	80	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	12973906	7125450	7728123	14819000	15108639	7557498	10471003	4340956	805212	20323640	20997095	11705816	19412164	11891770	12525734	9019394	7574652	8322919		
sp|O00625|PIR_HUMAN	O00625	PIR_HUMAN	PIR	290	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Pirin 	0.9993	0.9987	2	14	14	14	0	0	1	1	1	1	0	1	1	2	1	1	1	1	1	1	0	0	     0	     0	137082	332089	216345	176637	     0	308238	158933	8814821	321800	222991	317464	257990	198493	     0	     0	     0		
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Prefoldin subunit 6 	0.9993	0.9990	2	7	7	7	0	0	0	0	0	1	0	0	0	1	1	1	0	2	1	0	0	0	     0	     0	     0	     0	     0	126361	     0	     0	     0	472240	331661	253222	     0	1046613	354276	     0	     0	     0		
sp|P17612|KAPCA_HUMAN	P17612	KAPCA_HUMAN	PRKACA	351	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	cAMP-dependent protein kinase catalytic subunit alpha 	0.9993	0.9990	1	6	6	6	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	     0	     0	     0	137718	     0	     0	     0	     0	     0	143196	126607	     0	155405	179279	141022	     0	     0	     0		
sp|P48643|TCPE_HUMAN	P48643	TCPE_HUMAN	CCT5	541	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit epsilon 	0.9993	0.9990	3	13	13	16	1	1	0	2	1	1	0	0	1	1	1	1	1	1	1	0	0	0	     0	154588	     0	526605	247350	138297	     0	     0	551723	278513	295881	402132	198902	403343	591038	     0	923821	     0		
sp|P60953|CDC42_HUMAN	P60953	CDC42_HUMAN	CDC42	191	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Cell division control protein 42 homolog 	0.9993	0.9990	1	12	12	12	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	157170	113177	162980	199692	176791	163135	     0	     0	     0	250887	222254	224759	254734	223967	220890	     0	     0	     0		
sp|Q3ZCM7|TBB8_HUMAN	Q3ZCM7	TBB8_HUMAN	TUBB8	444	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Tubulin beta-8 chain 	0.9993	0.9990	6	1	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	914258	549541	1100788	1198584	289518	581424	     0	     0	1500223	2175506	1221150	1569659	958321	862846	1015018	753461	     0	201599		
sp|Q9H0U4|RAB1B_HUMAN	Q9H0U4	RAB1B_HUMAN	RAB1B	201	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ras-related protein Rab-1B 	0.9993	0.9990	7	3	3	50	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3120189	1295366	359160	1259971	1500133	1412268	2088566	1144612	1047023	2710242	1573550	1174343	3592929	2755010	2289224	3300374	2096957	2961213		
sp|Q9UBC2|EP15R_HUMAN	Q9UBC2	EP15R_HUMAN	EPS15L1	864	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Epidermal growth factor receptor substrate 15-like 1 	0.9993	0.9910	2	3	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	     0	     0	     0	159979	     0	     0	     0	     0	     0	     0	     0	     0	     0	461194	208274	     0	     0	     0		
sp|O43776|SYNC_HUMAN	O43776	SYNC_HUMAN	NARS1	548	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Asparagine--tRNA ligase, cytoplasmic 	0.9992	0.9990	1	9	9	9	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	     0	     0	     0	     0	     0	209727	     0	     0	     0	     0	681464	282790	340685	285416	310359	     0	184090	167182		
sp|P05198|IF2A_HUMAN	P05198	IF2A_HUMAN	EIF2S1	315	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2 subunit 1 	0.9992	0.9990	1	3	3	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	1632329	990161	1059473	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q6P587|FAHD1_HUMAN	Q6P587	FAHD1_HUMAN	FAHD1	224	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Acylpyruvase FAHD1, mitochondrial 	0.9992	0.9990	2	9	9	9	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	3	449690	     0	     0	     0	     0	     0	448683	293554	244863	     0	     0	     0	     0	     0	     0	740576	401566	814628		
sp|Q8N3J6|CADM2_HUMAN	Q8N3J6	CADM2_HUMAN	CADM2	435	Homo sapiens (Human) OX=9606	2:Experimental evidence at transcript level	Cell adhesion molecule 2 	0.9992	0.9930	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	     0	     0	320444	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q9H910|JUPI2_HUMAN	Q9H910	JUPI2_HUMAN	JPT2	190	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Jupiter microtubule associated homolog 2 	0.9992	0.9973	2	3	3	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	226961	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|Q9NWV4|CZIB_HUMAN	Q9NWV4	CZIB_HUMAN	CZIB	160	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	CXXC motif containing zinc binding protein 	0.9992	0.9990	1	10	10	10	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	717716	523893	442389	     0	700099	580905	     0	     0	     0	1033960	770401	     0	986908	761023	1034097	     0	     0	     0		
sp|O14556|G3PT_HUMAN	O14556	G3PT_HUMAN	GAPDHS	408	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific 	0.9991	0.9990	2	6	6	13	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	5166344	2870840	3092655	5183594	4241236	     0	     0	     0	481078	     0	6301112	3332531	1571714	938781	     0	     0	     0	     0		
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2 	0.9991	0.9974	2	3	3	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	     0	     0	     0	     0	151726	     0	     0	     0	     0	     0	364019	     0	     0	     0	     0	     0	     0	     0		
sp|O60925|PFD1_HUMAN	O60925	PFD1_HUMAN	PFDN1	122	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Prefoldin subunit 1 	0.9991	0.9965	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	345221	     0	349405	     0	     0	     0		
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S6 	0.9991	0.9985	2	4	4	4	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	657032	310476	373677	     0	4427346	     0	     0	     0	     0	     0	     0	     0		
sp|Q9BZM5|ULBP2_HUMAN	Q9BZM5	ULBP2_HUMAN	ULBP2	246	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	UL16-binding protein 2 	0.9991	0.9990	1	7	7	7	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	362766	     0	286285	383779	     0	190076	     0	     0	     0	327013	     0	     0	364496	364413	     0	     0	     0	     0		
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Transcription elongation factor SPT5 	0.9990	0.9990	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-3 	0.9990	0.9989	1	3	0	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	     0	     0	     0	     0	1744468	     0	     0	     0	     0	488064	     0	     0	466117	     0	     0	     0	     0	     0		
sp|O95965|ITGBL_HUMAN	O95965	ITGBL_HUMAN	ITGBL1	494	Homo sapiens (Human) OX=9606	2:Experimental evidence at transcript level	Integrin beta-like protein 1 	0.9990	0.9990	1	14	14	14	2	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	483677	248740	318351	576864	     0	165316	     0	     0	     0	541139	     0	267585	373144	200689	219892	1413259	1022152	1083282		
sp|P0DML2|CSH1_HUMAN	P0DML2	CSH1_HUMAN	CSH1	217	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Chorionic somatomammotropin hormone 1 	0.9990	0.9979	1	34	0	34	4	1	1	2	2	2	0	0	0	3	3	3	4	3	3	2	1	0	16824009	4058210	3269970	21609646	6373774	7160022	     0	     0	     0	23683674	13192064	8734144	53258642	11936408	8160332	1154956	381146	     0	sp|P0DML3|CSH2_HUMAN	
sp|P24043|LAMA2_HUMAN	P24043	LAMA2_HUMAN	LAMA2	3122	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Laminin subunit alpha-2 	0.9990	0.9944	2	3	3	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	     0	     0	     0	     0	     0	     0	     0	     0	1185149	     0	     0	     0	12020793	     0	     0	     0	     0	13524846		
sp|P33763|S10A5_HUMAN	P33763	S10A5_HUMAN	S100A5	92	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein S100-A5 	0.9990	0.9988	1	3	3	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	     0	     0	2446646	     0	     0	     0	     0	     0	     0	     0	3447283	     0	     0	2443131	     0	     0	     0	     0		
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L13a 	0.9990	0.9990	1	7	7	7	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	     0	     0	153995	451991	347723	461530	     0	     0	     0	457822	372800	371584	     0	     0	     0	     0	     0	     0		
sp|P08572|CO4A2_HUMAN	P08572	CO4A2_HUMAN	COL4A2	1712	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Collagen alpha-2(IV) chain 	0.9989	0.9989	1	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	     0	     0	     0	281857	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	315110		
sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	248	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L7 	0.9989	0.9990	1	4	4	4	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	373602	183310	243461	     0	603241	     0	     0	     0	     0	     0	     0	     0		
sp|P61923|COPZ1_HUMAN	P61923	COPZ1_HUMAN	COPZ1	177	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Coatomer subunit zeta-1 	0.9989	0.9990	1	7	7	7	0	0	0	1	2	0	0	0	0	0	1	1	1	0	1	0	0	0	     0	     0	     0	157949	193378	     0	     0	     0	     0	     0	185380	155848	315080	     0	144166	     0	     0	     0		
sp|Q86UE4|LYRIC_HUMAN	Q86UE4	LYRIC_HUMAN	MTDH	582	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Protein LYRIC 	0.9989	0.9990	1	13	13	13	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	0	383262	     0	242455	149966	367287	232550	1714588	     0	1207773	477558	376272	276268	427919	     0	     0	801142	683658	     0		
sp|P05997|CO5A2_HUMAN	P05997	CO5A2_HUMAN	COL5A2	1499	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Collagen alpha-2(V) chain 	0.9988	0.9964	2	5	5	5	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	305677	     0	     0	373215	535551	906186	     0	910022	     0		
sp|Q7Z3B1|NEGR1_HUMAN	Q7Z3B1	NEGR1_HUMAN	NEGR1	354	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Neuronal growth regulator 1 	0.9988	0.9990	1	4	4	4	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	     0	131499	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	308756	     0	     0	     0		
sp|Q9UNW1|MINP1_HUMAN	Q9UNW1	MINP1_HUMAN	MINPP1	487	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Multiple inositol polyphosphate phosphatase 1 	0.9988	0.9949	2	3	3	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	266054	279964	178314	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P31939|PUR9_HUMAN	P31939	PUR9_HUMAN	ATIC	592	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Bifunctional purine biosynthesis protein ATIC 	0.9987	0.9987	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	119828	     0	     0	     0	     0	     0	     0	     0		
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Nicotinamide phosphoribosyltransferase 	0.9987	0.9975	1	6	6	6	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	275414	150086	248556	148416	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P59998|ARPC4_HUMAN	P59998	ARPC4_HUMAN	ARPC4	168	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 4 	0.9987	0.9990	1	9	9	9	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	     0	316646	     0	354326	583040	     0	825999	780832	494263	478433	     0	     0	     0	491072	329243	     0	     0	     0		
sp|P49903|SPS1_HUMAN	P49903	SPS1_HUMAN	SEPHS1	392	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Selenide, water dikinase 1 	0.9986	0.9989	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	142807	     0	     0	     0		
sp|Q712K3|UB2R2_HUMAN	Q712K3	UB2R2_HUMAN	UBE2R2	238	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 R2 	0.9985	0.9943	2	3	3	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	     0	     0	     0	     0	     0	     0	996499	     0	159969	     0	     0	     0	     0	     0	     0	     0	     0	471158		
sp|Q9NX62|IMPA3_HUMAN	Q9NX62	IMPA3_HUMAN	BPNT2	359	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase 	0.9985	0.9918	2	3	3	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	     0	     0	     0	     0	375646	     0	     0	     0	     0	     0	     0	     0	260911	231539	     0	     0	     0	     0		
sp|P08243|ASNS_HUMAN	P08243	ASNS_HUMAN	ASNS	561	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Asparagine synthetase [glutamine-hydrolyzing] 	0.9982	0.9968	1	3	3	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	170020	117624	119313	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|O14562|UBFD1_HUMAN	O14562	UBFD1_HUMAN	UBFD1	309	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ubiquitin domain-containing protein UBFD1 	0.9979	0.9974	1	2	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	     0	     0	     0	     0	     0	     0	1783801	889767	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P21266|GSTM3_HUMAN	P21266	GSTM3_HUMAN	GSTM3	225	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase Mu 3 	0.9979	0.9966	4	6	6	41	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	10451224	2586568	2822656	9089404	10108281	3927462	2649855	     0	1766373	13269172	13560010	5707232	19482096	6626465	7593087	7893834	6274341	4556372		
sp|P49590|SYHM_HUMAN	P49590	SYHM_HUMAN	HARS2	506	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Histidine--tRNA ligase, mitochondrial 	0.9977	0.9990	4	9	9	23	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	2017760	939808	1217718	243155	     0	115602	858425	503362	554845	234201	192495	2246583	763441	473253	204695	     0	380476	2630952		
sp|Q5T013|HYI_HUMAN	Q5T013	HYI_HUMAN	HYI	277	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Putative hydroxypyruvate isomerase 	0.9977	0.9990	2	6	6	20	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	12032694	5507359	5695447	10841576	12607365	4674073	     0	     0	     0	9111668	     0	5439828	15523280	5942177	5047680	3815879	2586980	1899986		
sp|Q92928|RAB1C_HUMAN	Q92928	RAB1C_HUMAN	RAB1C	201	Homo sapiens (Human) OX=9606	5:Protein uncertain	Putative Ras-related protein Rab-1C 	0.9977	0.9990	4	2	2	30	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1701938	1117568	     0	978120	1326745	1200984	2088566	1144612	1047023	1678431	1364641	1122063	2938831	2755010	1967636	3300374	2096957	2961213		
sp|Q9BUP0|EFHD1_HUMAN	Q9BUP0	EFHD1_HUMAN	EFHD1	239	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	EF-hand domain-containing protein D1 	0.9977	0.9990	3	2	2	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3479124	2325314	2685134	4252456	3784922	1881848	3569927	1971539	2106427	3168929	3956820	2297970	1315043	808487	1459113	2543304	1732264	531596		
sp|P54725|RD23A_HUMAN	P54725	RD23A_HUMAN	RAD23A	363	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog A 	0.9974	0.9989	3	12	12	34	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	3476921	1454646	2977982	3640557	3995438	2285438	     0	1577702	980284	3232488	3220718	2891772	3391888	1452667	1573610	     0	     0	     0		
sp|Q96PD5|PGRP2_HUMAN	Q96PD5	PGRP2_HUMAN	PGLYRP2	576	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	N-acetylmuramoyl-L-alanine amidase 	0.9973	0.9945	2	5	5	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	     0	     0	     0	181227	     0	     0	     0	     0	     0	     0	     0	     0	402704	     0	359445	125367	     0	116281		
sp|Q9UII2|ATIF1_HUMAN	Q9UII2	ATIF1_HUMAN	ATP5IF1	106	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	ATPase inhibitor, mitochondrial 	0.9972	0.9961	1	7	7	7	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	     0	173871	200787	     0	192252	174675	     0	234320	222148	     0	     0	177319	     0	     0	     0	     0	     0	     0		
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Far upstream element-binding protein 2 	0.9970	0.9917	2	3	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	     0	539145	224777	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0		
sp|P20827|EFNA1_HUMAN	P20827	EFNA1_HUMAN	EFNA1	205	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Ephrin-A1 	0.9964	0.9944	1	6	6	6	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1786219	424282	     0	     0	     0	     0	33730408	19046366	     0	333091	     0	     0	     0	     0	     0	     0	408278	     0		
sp|P01859|IGHG2_HUMAN	P01859	IGHG2_HUMAN	IGHG2	326	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Immunoglobulin heavy constant gamma 2 	0.9956	0.9989	3	6	0	17	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1657490	242669	950951	1215048	1542715	812038	     0	     0	     0	3012349	2162869	967749	749706	1540369	1198392	     0	     0	     0		
sp|P62136|PP1A_HUMAN	P62136	PP1A_HUMAN	PPP1CA	330	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit 	0.9955	0.9990	10	9	1	91	1	0	1	0	1	1	0	0	0	1	1	1	0	2	0	0	0	0	17902199	8689540	6658295	14821975	13256541	5948975	2844553	1875601	1576281	1602812	1389417	1239234	16969051	6831462	11436949	34709912	16583288	22939083		
sp|P0DJI8|SAA1_HUMAN	P0DJI8	SAA1_HUMAN	SAA1	122	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Serum amyloid A-1 protein 	0.9953	0.9990	2	15	14	15	2	2	1	1	1	1	0	0	0	1	1	1	2	1	1	0	0	0	671884	321036	392160	342508	383211	235353	     0	     0	     0	597946	261280	241459	690510	334697	378032	     0	     0	     0		
sp|P52789|HXK2_HUMAN	P52789	HXK2_HUMAN	HK2	917	Homo sapiens (Human) OX=9606	1:Experimental evidence at protein level	Hexokinase-2 	0.9948	0.9949	1	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	     0	     0	     0	     0	     0	614208	     0	     0	     0	     0	     0	     0	     0	     0	813664	     0	     0	     0		
